Unnamed: 0,Date,Time,Account,Account #,Account ID,Balance ID,Institution,Balance,Month,Week,Type,Class,Account Status,Date Added
129,03/20/1993,1993-03-20 08:00:00,Roth IRA,xxxx4002,demo-account-RI10,bal-demo-account-ri10-010,Northstar Investments,"$26,960.00",03/01/1993,03/15/1993,Investment,Asset,Active,05/01/1992
130,03/20/1993,1993-03-20 08:00:00,Home Loan,xxxx5001,demo-account-HL11,bal-demo-account-hl11-010,Aurora Bank,"$163,810.00",03/01/1993,03/15/1993,Loan,Liability,Active,05/01/1992
131,03/20/1993,1993-03-20 08:00:00,Auto Loan,xxxx5002,demo-account-AL12,bal-demo-account-al12-010,Aurora Bank,"$9,530.00",03/01/1993,03/15/1993,Loan,Liability,Active,05/01/1992
132,04/20/1993,1993-04-20 08:00:00,Main Checking,xxxx1001,demo-account-MC01,bal-demo-account-mc01-011,Aurora Bank,"$4,635.00",04/01/1993,04/19/1993,Depository,Asset,Active,05/01/1992
133,04/20/1993,1993-04-20 08:00:00,Emergency Savings,xxxx1002,demo-account-ES02,bal-demo-account-es02-011,Aurora Bank,"$12,440.00",04/01/1993,04/19/1993,Depository,Asset,Active,05/01/1992
134,04/20/1993,1993-04-20 08:00:00,Travel Fund,xxxx1003,demo-account-TF03,bal-demo-account-tf03-011,Aurora Bank,"$3,845.00",04/01/1993,04/19/1993,Depository,Asset,Active,05/01/1992
135,04/20/1993,1993-04-20 08:00:00,Everyday Card,xxxx2001,demo-account-EC04,bal-demo-account-ec04-011,Harbor Card,$920.00,04/01/1993,04/19/1993,Credit,Liability,Active,05/01/1992
136,04/20/1993,1993-04-20 08:00:00,Travel Rewards Card,xxxx2002,demo-account-TR05,bal-demo-account-tr05-011,Harbor Card,"$1,480.00",04/01/1993,04/19/1993,Credit,Liability,Active,05/01/1992
137,04/20/1993,1993-04-20 08:00:00,Brokerage Account,xxxx3001,demo-account-BA06,bal-demo-account-ba06-011,Northstar Investments,"$70,860.00",04/01/1993,04/19/1993,Investment,Asset,Active,05/01/1992
138,04/20/1993,1993-04-20 08:00:00,Health Savings Account,xxxx3002,demo-account-HS07,bal-demo-account-hs07-011,Northstar Investments,"$8,405.00",04/01/1993,04/19/1993,Depository,Asset,Active,05/01/1992
139,04/20/1993,1993-04-20 08:00:00,Education Fund,xxxx3003,demo-account-EF08,bal-demo-account-ef08-011,Northstar Investments,"$16,930.00",04/01/1993,04/19/1993,Investment,Asset,Active,05/01/1992
140,04/20/1993,1993-04-20 08:00:00,Workplace 401(k),xxxx4001,demo-account-WK09,bal-demo-account-wk09-011,Northstar Investments,"$117,250.00",04/01/1993,04/19/1993,Investment,Asset,Active,05/01/1992
141,04/20/1993,1993-04-20 08:00:00,Roth IRA,xxxx4002,demo-account-RI10,bal-demo-account-ri10-011,Northstar Investments,"$25,130.00",04/01/1993,04/19/1993,Investment,Asset,Active,05/01/1992
142,04/20/1993,1993-04-20 08:00:00,Home Loan,xxxx5001,demo-account-HL11,bal-demo-account-hl11-011,Aurora Bank,"$163,085.00",04/01/1993,04/19/1993,Loan,Liability,Active,05/01/1992
143,04/20/1993,1993-04-20 08:00:00,Auto Loan,xxxx5002,demo-account-AL12,bal-demo-account-al12-011,Aurora Bank,"$9,115.00",04/01/1993,04/19/1993,Loan,Liability,Active,05/01/1992
144,05/20/1993,1993-05-20 08:00:00,Main Checking,xxxx1001,demo-account-MC01,bal-demo-account-mc01-012,Aurora Bank,"$4,060.00",05/01/1993,05/17/1993,Depository,Asset,Active,05/01/1992
145,05/20/1993,1993-05-20 08:00:00,Emergency Savings,xxxx1002,demo-account-ES02,bal-demo-account-es02-012,Aurora Bank,"$10,960.00",05/01/1993,05/17/1993,Depository,Asset,Active,05/01/1992
146,05/20/1993,1993-05-20 08:00:00,Travel Fund,xxxx1003,demo-account-TF03,bal-demo-account-tf03-012,Aurora Bank,"$2,820.00",05/01/1993,05/17/1993,Depository,Asset,Active,05/01/1992
147,05/20/1993,1993-05-20 08:00:00,Everyday Card,xxxx2001,demo-account-EC04,bal-demo-account-ec04-012,Harbor Card,"$1,460.00",05/01/1993,05/17/1993,Credit,Liability,Active,05/01/1992
148,05/20/1993,1993-05-20 08:00:00,Travel Rewards Card,xxxx2002,demo-account-TR05,bal-demo-account-tr05-012,Harbor Card,$520.00,05/01/1993,05/17/1993,Credit,Liability,Active,05/01/1992
149,05/20/1993,1993-05-20 08:00:00,Brokerage Account,xxxx3001,demo-account-BA06,bal-demo-account-ba06-012,Northstar Investments,"$76,920.00",05/01/1993,05/17/1993,Investment,Asset,Active,05/01/1992
150,05/20/1993,1993-05-20 08:00:00,Health Savings Account,xxxx3002,demo-account-HS07,bal-demo-account-hs07-012,Northstar Investments,"$9,140.00",05/01/1993,05/17/1993,Depository,Asset,Active,05/01/1992
151,05/20/1993,1993-05-20 08:00:00,Education Fund,xxxx3003,demo-account-EF08,bal-demo-account-ef08-012,Northstar Investments,"$15,500.00",05/01/1993,05/17/1993,Investment,Asset,Active,05/01/1992
152,05/20/1993,1993-05-20 08:00:00,Workplace 401(k),xxxx4001,demo-account-WK09,bal-demo-account-wk09-012,Northstar Investments,"$109,700.00",05/01/1993,05/17/1993,Investment,Asset,Active,05/01/1992
153,05/20/1993,1993-05-20 08:00:00,Roth IRA,xxxx4002,demo-account-RI10,bal-demo-account-ri10-012,Northstar Investments,"$26,770.00",05/01/1993,05/17/1993,Investment,Asset,Active,05/01/1992
154,05/20/1993,1993-05-20 08:00:00,Home Loan,xxxx5001,demo-account-HL11,bal-demo-account-hl11-012,Aurora Bank,"$162,620.00",05/01/1993,05/17/1993,Loan,Liability,Active,05/01/1992
155,05/20/1993,1993-05-20 08:00:00,Auto Loan,xxxx5002,demo-account-AL12,bal-demo-account-al12-012,Aurora Bank,"$9,240.00",05/01/1993,05/17/1993,Loan,Liability,Active,05/01/1992
156,06/20/1993,1993-06-20 08:00:00,Main Checking,xxxx1001,demo-account-MC01,bal-demo-account-mc01-013,Aurora Bank,"$4,795.00",06/01/1993,06/14/1993,Depository,Asset,Active,05/01/1992
157,06/20/1993,1993-06-20 08:00:00,Emergency Savings,xxxx1002,demo-account-ES02,bal-demo-account-es02-013,Aurora Bank,"$12,410.00",06/01/1993,06/14/1993,Depository,Asset,Active,05/01/1992
158,06/20/1993,1993-06-20 08:00:00,Travel Fund,xxxx1003,demo-account-TF03,bal-demo-account-tf03-013,Aurora Bank,"$4,515.00",06/01/1993,06/14/1993,Depository,Asset,Active,05/01/1992
159,06/20/1993,1993-06-20 08:00:00,Everyday Card,xxxx2001,demo-account-EC04,bal-demo-account-ec04-013,Harbor Card,$670.00,06/01/1993,06/14/1993,Credit,Liability,Active,05/01/1992
160,06/20/1993,1993-06-20 08:00:00,Travel Rewards Card,xxxx2002,demo-account-TR05,bal-demo-account-tr05-013,Harbor Card,"$1,070.00",06/01/1993,06/14/1993,Credit,Liability,Active,05/01/1992
161,06/20/1993,1993-06-20 08:00:00,Brokerage Account,xxxx3001,demo-account-BA06,bal-demo-account-ba06-013,Northstar Investments,"$71,180.00",06/01/1993,06/14/1993,Investment,Asset,Active,05/01/1992
162,06/20/1993,1993-06-20 08:00:00,Health Savings Account,xxxx3002,demo-account-HS07,bal-demo-account-hs07-013,Northstar Investments,"$9,665.00",06/01/1993,06/14/1993,Depository,Asset,Active,05/01/1992
163,06/20/1993,1993-06-20 08:00:00,Education Fund,xxxx3003,demo-account-EF08,bal-demo-account-ef08-013,Northstar Investments,"$16,970.00",06/01/1993,06/14/1993,Investment,Asset,Active,05/01/1992
164,06/20/1993,1993-06-20 08:00:00,Workplace 401(k),xxxx4001,demo-account-WK09,bal-demo-account-wk09-013,Northstar Investments,"$116,450.00",06/01/1993,06/14/1993,Investment,Asset,Active,05/01/1992
165,06/20/1993,1993-06-20 08:00:00,Roth IRA,xxxx4002,demo-account-RI10,bal-demo-account-ri10-013,Northstar Investments,"$28,140.00",06/01/1993,06/14/1993,Investment,Asset,Active,05/01/1992
166,06/20/1993,1993-06-20 08:00:00,Home Loan,xxxx5001,demo-account-HL11,bal-demo-account-hl11-013,Aurora Bank,"$161,805.00",06/01/1993,06/14/1993,Loan,Liability,Active,05/01/1992
167,06/20/1993,1993-06-20 08:00:00,Auto Loan,xxxx5002,demo-account-AL12,bal-demo-account-al12-013,Aurora Bank,"$8,565.00",06/01/1993,06/14/1993,Loan,Liability,Active,05/01/1992
168,07/20/1993,1993-07-20 08:00:00,Main Checking,xxxx1001,demo-account-MC01,bal-demo-account-mc01-014,Aurora Bank,"$4,300.00",07/01/1993,07/19/1993,Depository,Asset,Active,05/01/1992
169,07/20/1993,1993-07-20 08:00:00,Emergency Savings,xxxx1002,demo-account-ES02,bal-demo-account-es02-014,Aurora Bank,"$13,290.00",07/01/1993,07/19/1993,Depository,Asset,Active,05/01/1992
170,07/20/1993,1993-07-20 08:00:00,Travel Fund,xxxx1003,demo-account-TF03,bal-demo-account-tf03-014,Aurora Bank,"$3,490.00",07/01/1993,07/19/1993,Depository,Asset,Active,05/01/1992
171,07/20/1993,1993-07-20 08:00:00,Everyday Card,xxxx2001,demo-account-EC04,bal-demo-account-ec04-014,Harbor Card,"$1,680.00",07/01/1993,07/19/1993,Credit,Liability,Active,05/01/1992
172,07/20/1993,1993-07-20 08:00:00,Travel Rewards Card,xxxx2002,demo-account-TR05,bal-demo-account-tr05-014,Harbor Card,"$1,320.00",07/01/1993,07/19/1993,Credit,Liability,Active,05/01/1992
173,07/20/1993,1993-07-20 08:00:00,Brokerage Account,xxxx3001,demo-account-BA06,bal-demo-account-ba06-014,Northstar Investments,"$75,740.00",07/01/1993,07/19/1993,Investment,Asset,Active,05/01/1992
174,07/20/1993,1993-07-20 08:00:00,Health Savings Account,xxxx3002,demo-account-HS07,bal-demo-account-hs07-014,Northstar Investments,"$8,710.00",07/01/1993,07/19/1993,Depository,Asset,Active,05/01/1992
175,07/20/1993,1993-07-20 08:00:00,Education Fund,xxxx3003,demo-account-EF08,bal-demo-account-ef08-014,Northstar Investments,"$17,850.00",07/01/1993,07/19/1993,Investment,Asset,Active,05/01/1992
176,07/20/1993,1993-07-20 08:00:00,Workplace 401(k),xxxx4001,demo-account-WK09,bal-demo-account-wk09-014,Northstar Investments,"$121,000.00",07/01/1993,07/19/1993,Investment,Asset,Active,05/01/1992
177,07/20/1993,1993-07-20 08:00:00,Roth IRA,xxxx4002,demo-account-RI10,bal-demo-account-ri10-014,Northstar Investments,"$25,830.00",07/01/1993,07/19/1993,Investment,Asset,Active,05/01/1992
178,07/20/1993,1993-07-20 08:00:00,Home Loan,xxxx5001,demo-account-HL11,bal-demo-account-hl11-014,Aurora Bank,"$161,335.00",07/01/1993,07/19/1993,Loan,Liability,Active,05/01/1992
179,07/20/1993,1993-07-20 08:00:00,Auto Loan,xxxx5002,demo-account-AL12,bal-demo-account-al12-014,Aurora Bank,"$8,630.00",07/01/1993,07/19/1993,Loan,Liability,Active,05/01/1992
180,08/20/1993,1993-08-20 08:00:00,Main Checking,xxxx1001,demo-account-MC01,bal-demo-account-mc01-015,Aurora Bank,"$4,655.00",08/01/1993,08/16/1993,Depository,Asset,Active,05/01/1992
181,08/20/1993,1993-08-20 08:00:00,Emergency Savings,xxxx1002,demo-account-ES02,bal-demo-account-es02-015,Aurora Bank,"$12,220.00",08/01/1993,08/16/1993,Depository,Asset,Active,05/01/1992
182,08/20/1993,1993-08-20 08:00:00,Travel Fund,xxxx1003,demo-account-TF03,bal-demo-account-tf03-015,Aurora Bank,"$4,295.00",08/01/1993,08/16/1993,Depository,Asset,Active,05/01/1992
183,08/20/1993,1993-08-20 08:00:00,Everyday Card,xxxx2001,demo-account-EC04,bal-demo-account-ec04-015,Harbor Card,"$1,030.00",08/01/1993,08/16/1993,Credit,Liability,Active,05/01/1992
184,08/20/1993,1993-08-20 08:00:00,Travel Rewards Card,xxxx2002,demo-account-TR05,bal-demo-account-tr05-015,Harbor Card,$570.00,08/01/1993,08/16/1993,Credit,Liability,Active,05/01/1992
185,08/20/1993,1993-08-20 08:00:00,Brokerage Account,xxxx3001,demo-account-BA06,bal-demo-account-ba06-015,Northstar Investments,"$79,500.00",08/01/1993,08/16/1993,Investment,Asset,Active,05/01/1992
186,08/20/1993,1993-08-20 08:00:00,Health Savings Account,xxxx3002,demo-account-HS07,bal-demo-account-hs07-015,Northstar Investments,"$9,705.00",08/01/1993,08/16/1993,Depository,Asset,Active,05/01/1992
187,08/20/1993,1993-08-20 08:00:00,Education Fund,xxxx3003,demo-account-EF08,bal-demo-account-ef08-015,Northstar Investments,"$16,690.00",08/01/1993,08/16/1993,Investment,Asset,Active,05/01/1992
188,08/20/1993,1993-08-20 08:00:00,Workplace 401(k),xxxx4001,demo-account-WK09,bal-demo-account-wk09-015,Northstar Investments,"$116,550.00",08/01/1993,08/16/1993,Investment,Asset,Active,05/01/1992
189,08/20/1993,1993-08-20 08:00:00,Roth IRA,xxxx4002,demo-account-RI10,bal-demo-account-ri10-015,Northstar Investments,"$27,920.00",08/01/1993,08/16/1993,Investment,Asset,Active,05/01/1992
190,08/20/1993,1993-08-20 08:00:00,Home Loan,xxxx5001,demo-account-HL11,bal-demo-account-hl11-015,Aurora Bank,"$160,515.00",08/01/1993,08/16/1993,Loan,Liability,Active,05/01/1992
191,08/20/1993,1993-08-20 08:00:00,Auto Loan,xxxx5002,demo-account-AL12,bal-demo-account-al12-015,Aurora Bank,"$8,035.00",08/01/1993,08/16/1993,Loan,Liability,Active,05/01/1992
192,09/20/1993,1993-09-20 08:00:00,Main Checking,xxxx1001,demo-account-MC01,bal-demo-account-mc01-016,Aurora Bank,"$4,100.00",09/01/1993,09/20/1993,Depository,Asset,Active,05/01/1992
193,09/20/1993,1993-09-20 08:00:00,Emergency Savings,xxxx1002,demo-account-ES02,bal-demo-account-es02-016,Aurora Bank,"$11,560.00",09/01/1993,09/20/1993,Depository,Asset,Active,05/01/1992
194,09/20/1993,1993-09-20 08:00:00,Travel Fund,xxxx1003,demo-account-TF03,bal-demo-account-tf03-016,Aurora Bank,"$2,950.00",09/01/1993,09/20/1993,Depository,Asset,Active,05/01/1992
195,09/20/1993,1993-09-20 08:00:00,Everyday Card,xxxx2001,demo-account-EC04,bal-demo-account-ec04-016,Harbor Card,"$1,570.00",09/01/1993,09/20/1993,Credit,Liability,Active,05/01/1992
196,09/20/1993,1993-09-20 08:00:00,Travel Rewards Card,xxxx2002,demo-account-TR05,bal-demo-account-tr05-016,Harbor Card,$970.00,09/01/1993,09/20/1993,Credit,Liability,Active,05/01/1992
197,09/20/1993,1993-09-20 08:00:00,Brokerage Account,xxxx3001,demo-account-BA06,bal-demo-account-ba06-016,Northstar Investments,"$75,360.00",09/01/1993,09/20/1993,Investment,Asset,Active,05/01/1992
198,09/20/1993,1993-09-20 08:00:00,Health Savings Account,xxxx3002,demo-account-HS07,bal-demo-account-hs07-016,Northstar Investments,"$9,440.00",09/01/1993,09/20/1993,Depository,Asset,Active,05/01/1992
199,09/20/1993,1993-09-20 08:00:00,Education Fund,xxxx3003,demo-account-EF08,bal-demo-account-ef08-016,Northstar Investments,"$16,130.00",09/01/1993,09/20/1993,Investment,Asset,Active,05/01/1992
200,09/20/1993,1993-09-20 08:00:00,Workplace 401(k),xxxx4001,demo-account-WK09,bal-demo-account-wk09-016,Northstar Investments,"$114,400.00",09/01/1993,09/20/1993,Investment,Asset,Active,05/01/1992
201,09/20/1993,1993-09-20 08:00:00,Roth IRA,xxxx4002,demo-account-RI10,bal-demo-account-ri10-016,Northstar Investments,"$26,880.00",09/01/1993,09/20/1993,Investment,Asset,Active,05/01/1992
202,09/20/1993,1993-09-20 08:00:00,Home Loan,xxxx5001,demo-account-HL11,bal-demo-account-hl11-016,Aurora Bank,"$160,060.00",09/01/1993,09/20/1993,Loan,Liability,Active,05/01/1992
203,09/20/1993,1993-09-20 08:00:00,Auto Loan,xxxx5002,demo-account-AL12,bal-demo-account-al12-016,Aurora Bank,"$8,120.00",09/01/1993,09/20/1993,Loan,Liability,Active,05/01/1992
204,10/20/1993,1993-10-20 08:00:00,Main Checking,xxxx1001,demo-account-MC01,bal-demo-account-mc01-017,Aurora Bank,"$4,825.00",10/01/1993,10/18/1993,Depository,Asset,Active,05/01/1992
205,10/20/1993,1993-10-20 08:00:00,Emergency Savings,xxxx1002,demo-account-ES02,bal-demo-account-es02-017,Aurora Bank,"$13,760.00",10/01/1993,10/18/1993,Depository,Asset,Active,05/01/1992
206,10/20/1993,1993-10-20 08:00:00,Travel Fund,xxxx1003,demo-account-TF03,bal-demo-account-tf03-017,Aurora Bank,"$4,655.00",10/01/1993,10/18/1993,Depository,Asset,Active,05/01/1992
207,10/20/1993,1993-10-20 08:00:00,Everyday Card,xxxx2001,demo-account-EC04,bal-demo-account-ec04-017,Harbor Card,$970.00,10/01/1993,10/18/1993,Credit,Liability,Active,05/01/1992
208,10/20/1993,1993-10-20 08:00:00,Travel Rewards Card,xxxx2002,demo-account-TR05,bal-demo-account-tr05-017,Harbor Card,"$1,240.00",10/01/1993,10/18/1993,Credit,Liability,Active,05/01/1992
209,10/20/1993,1993-10-20 08:00:00,Brokerage Account,xxxx3001,demo-account-BA06,bal-demo-account-ba06-017,Northstar Investments,"$79,520.00",10/01/1993,10/18/1993,Investment,Asset,Active,05/01/1992
210,10/20/1993,1993-10-20 08:00:00,Health Savings Account,xxxx3002,demo-account-HS07,bal-demo-account-hs07-017,Northstar Investments,"$10,235.00",10/01/1993,10/18/1993,Depository,Asset,Active,05/01/1992
211,10/20/1993,1993-10-20 08:00:00,Education Fund,xxxx3003,demo-account-EF08,bal-demo-account-ef08-017,Northstar Investments,"$18,050.00",10/01/1993,10/18/1993,Investment,Asset,Active,05/01/1992
212,10/20/1993,1993-10-20 08:00:00,Workplace 401(k),xxxx4001,demo-account-WK09,bal-demo-account-wk09-017,Northstar Investments,"$122,750.00",10/01/1993,10/18/1993,Investment,Asset,Active,05/01/1992
213,10/20/1993,1993-10-20 08:00:00,Roth IRA,xxxx4002,demo-account-RI10,bal-demo-account-ri10-017,Northstar Investments,"$29,200.00",10/01/1993,10/18/1993,Investment,Asset,Active,05/01/1992
214,10/20/1993,1993-10-20 08:00:00,Home Loan,xxxx5001,demo-account-HL11,bal-demo-account-hl11-017,Aurora Bank,"$159,335.00",10/01/1993,10/18/1993,Loan,Liability,Active,05/01/1992
215,10/20/1993,1993-10-20 08:00:00,Auto Loan,xxxx5002,demo-account-AL12,bal-demo-account-al12-017,Aurora Bank,"$7,705.00",10/01/1993,10/18/1993,Loan,Liability,Active,05/01/1992
216,11/20/1993,1993-11-20 08:00:00,Main Checking,xxxx1001,demo-account-MC01,bal-demo-account-mc01-018,Aurora Bank,"$4,430.00",11/01/1993,11/15/1993,Depository,Asset,Active,05/01/1992
217,11/20/1993,1993-11-20 08:00:00,Emergency Savings,xxxx1002,demo-account-ES02,bal-demo-account-es02-018,Aurora Bank,"$12,760.00",11/01/1993,11/15/1993,Depository,Asset,Active,05/01/1992
218,11/20/1993,1993-11-20 08:00:00,Travel Fund,xxxx1003,demo-account-TF03,bal-demo-account-tf03-018,Aurora Bank,"$3,510.00",11/01/1993,11/15/1993,Depository,Asset,Active,05/01/1992
219,11/20/1993,1993-11-20 08:00:00,Everyday Card,xxxx2001,demo-account-EC04,bal-demo-account-ec04-018,Harbor Card,"$1,840.00",11/01/1993,11/15/1993,Credit,Liability,Active,05/01/1992
220,11/20/1993,1993-11-20 08:00:00,Travel Rewards Card,xxxx2002,demo-account-TR05,bal-demo-account-tr05-018,Harbor Card,$630.00,11/01/1993,11/15/1993,Credit,Liability,Active,05/01/1992
221,11/20/1993,1993-11-20 08:00:00,Brokerage Account,xxxx3001,demo-account-BA06,bal-demo-account-ba06-018,Northstar Investments,"$74,080.00",11/01/1993,11/15/1993,Investment,Asset,Active,05/01/1992
222,11/20/1993,1993-11-20 08:00:00,Health Savings Account,xxxx3002,demo-account-HS07,bal-demo-account-hs07-018,Northstar Investments,"$9,630.00",11/01/1993,11/15/1993,Depository,Asset,Active,05/01/1992
223,11/20/1993,1993-11-20 08:00:00,Education Fund,xxxx3003,demo-account-EF08,bal-demo-account-ef08-018,Northstar Investments,"$17,250.00",11/01/1993,11/15/1993,Investment,Asset,Active,05/01/1992
224,11/20/1993,1993-11-20 08:00:00,Workplace 401(k),xxxx4001,demo-account-WK09,bal-demo-account-wk09-018,Northstar Investments,"$119,200.00",11/01/1993,11/15/1993,Investment,Asset,Active,05/01/1992
225,11/20/1993,1993-11-20 08:00:00,Roth IRA,xxxx4002,demo-account-RI10,bal-demo-account-ri10-018,Northstar Investments,"$27,370.00",11/01/1993,11/15/1993,Investment,Asset,Active,05/01/1992
226,11/20/1993,1993-11-20 08:00:00,Home Loan,xxxx5001,demo-account-HL11,bal-demo-account-hl11-018,Aurora Bank,"$158,870.00",11/01/1993,11/15/1993,Loan,Liability,Active,05/01/1992
227,11/20/1993,1993-11-20 08:00:00,Auto Loan,xxxx5002,demo-account-AL12,bal-demo-account-al12-018,Aurora Bank,"$7,830.00",11/01/1993,11/15/1993,Loan,Liability,Active,05/01/1992
228,12/20/1993,1993-12-20 08:00:00,Main Checking,xxxx1001,demo-account-MC01,bal-demo-account-mc01-019,Aurora Bank,"$4,995.00",12/01/1993,12/20/1993,Depository,Asset,Active,05/01/1992
229,12/20/1993,1993-12-20 08:00:00,Emergency Savings,xxxx1002,demo-account-ES02,bal-demo-account-es02-019,Aurora Bank,"$14,520.00",12/01/1993,12/20/1993,Depository,Asset,Active,05/01/1992
230,12/20/1993,1993-12-20 08:00:00,Travel Fund,xxxx1003,demo-account-TF03,bal-demo-account-tf03-019,Aurora Bank,"$4,445.00",12/01/1993,12/20/1993,Depository,Asset,Active,05/01/1992
231,12/20/1993,1993-12-20 08:00:00,Everyday Card,xxxx2001,demo-account-EC04,bal-demo-account-ec04-019,Harbor Card,$920.00,12/01/1993,12/20/1993,Credit,Liability,Active,05/01/1992
232,12/20/1993,1993-12-20 08:00:00,Travel Rewards Card,xxxx2002,demo-account-TR05,bal-demo-account-tr05-019,Harbor Card,"$1,480.00",12/01/1993,12/20/1993,Credit,Liability,Active,05/01/1992
233,12/20/1993,1993-12-20 08:00:00,Brokerage Account,xxxx3001,demo-account-BA06,bal-demo-account-ba06-019,Northstar Investments,"$80,640.00",12/01/1993,12/20/1993,Investment,Asset,Active,05/01/1992
234,12/20/1993,1993-12-20 08:00:00,Health Savings Account,xxxx3002,demo-account-HS07,bal-demo-account-hs07-019,Northstar Investments,"$10,365.00",12/01/1993,12/20/1993,Depository,Asset,Active,05/01/1992
235,12/20/1993,1993-12-20 08:00:00,Education Fund,xxxx3003,demo-account-EF08,bal-demo-account-ef08-019,Northstar Investments,"$18,770.00",12/01/1993,12/20/1993,Investment,Asset,Active,05/01/1992
236,12/20/1993,1993-12-20 08:00:00,Workplace 401(k),xxxx4001,demo-account-WK09,bal-demo-account-wk09-019,Northstar Investments,"$128,850.00",12/01/1993,12/20/1993,Investment,Asset,Active,05/01/1992
237,12/20/1993,1993-12-20 08:00:00,Roth IRA,xxxx4002,demo-account-RI10,bal-demo-account-ri10-019,Northstar Investments,"$29,010.00",12/01/1993,12/20/1993,Investment,Asset,Active,05/01/1992
238,12/20/1993,1993-12-20 08:00:00,Home Loan,xxxx5001,demo-account-HL11,bal-demo-account-hl11-019,Aurora Bank,"$158,055.00",12/01/1993,12/20/1993,Loan,Liability,Active,05/01/1992
239,12/20/1993,1993-12-20 08:00:00,Auto Loan,xxxx5002,demo-account-AL12,bal-demo-account-al12-019,Aurora Bank,"$7,155.00",12/01/1993,12/20/1993,Loan,Liability,Active,05/01/1992
240,01/20/1994,1994-01-20 08:00:00,Main Checking,xxxx1001,demo-account-MC01,bal-demo-account-mc01-020,Aurora Bank,"$4,420.00",01/01/1994,01/17/1994,Depository,Asset,Active,05/01/1992
241,01/20/1994,1994-01-20 08:00:00,Emergency Savings,xxxx1002,demo-account-ES02,bal-demo-account-es02-020,Aurora Bank,"$13,040.00",01/01/1994,01/17/1994,Depository,Asset,Active,05/01/1992
242,01/20/1994,1994-01-20 08:00:00,Travel Fund,xxxx1003,demo-account-TF03,bal-demo-account-tf03-020,Aurora Bank,"$3,420.00",01/01/1994,01/17/1994,Depository,Asset,Active,05/01/1992
243,01/20/1994,1994-01-20 08:00:00,Everyday Card,xxxx2001,demo-account-EC04,bal-demo-account-ec04-020,Harbor Card,"$1,460.00",01/01/1994,01/17/1994,Credit,Liability,Active,05/01/1992
244,01/20/1994,1994-01-20 08:00:00,Travel Rewards Card,xxxx2002,demo-account-TR05,bal-demo-account-tr05-020,Harbor Card,$520.00,01/01/1994,01/17/1994,Credit,Liability,Active,05/01/1992
245,01/20/1994,1994-01-20 08:00:00,Brokerage Account,xxxx3001,demo-account-BA06,bal-demo-account-ba06-020,Northstar Investments,"$77,700.00",01/01/1994,01/17/1994,Investment,Asset,Active,05/01/1992
246,01/20/1994,1994-01-20 08:00:00,Health Savings Account,xxxx3002,demo-account-HS07,bal-demo-account-hs07-020,Northstar Investments,"$10,890.00",01/01/1994,01/17/1994,Depository,Asset,Active,05/01/1992
247,01/20/1994,1994-01-20 08:00:00,Education Fund,xxxx3003,demo-account-EF08,bal-demo-account-ef08-020,Northstar Investments,"$17,340.00",01/01/1994,01/17/1994,Investment,Asset,Active,05/01/1992
248,01/20/1994,1994-01-20 08:00:00,Workplace 401(k),xxxx4001,demo-account-WK09,bal-demo-account-wk09-020,Northstar Investments,"$121,300.00",01/01/1994,01/17/1994,Investment,Asset,Active,05/01/1992
249,01/20/1994,1994-01-20 08:00:00,Roth IRA,xxxx4002,demo-account-RI10,bal-demo-account-ri10-020,Northstar Investments,"$30,380.00",01/01/1994,01/17/1994,Investment,Asset,Active,05/01/1992
250,01/20/1994,1994-01-20 08:00:00,Home Loan,xxxx5001,demo-account-HL11,bal-demo-account-hl11-020,Aurora Bank,"$157,585.00",01/01/1994,01/17/1994,Loan,Liability,Active,05/01/1992
251,01/20/1994,1994-01-20 08:00:00,Auto Loan,xxxx5002,demo-account-AL12,bal-demo-account-al12-020,Aurora Bank,"$7,220.00",01/01/1994,01/17/1994,Loan,Liability,Active,05/01/1992
252,02/20/1994,1994-02-20 08:00:00,Main Checking,xxxx1001,demo-account-MC01,bal-demo-account-mc01-021,Aurora Bank,"$5,155.00",02/01/1994,02/14/1994,Depository,Asset,Active,05/01/1992
253,02/20/1994,1994-02-20 08:00:00,Emergency Savings,xxxx1002,demo-account-ES02,bal-demo-account-es02-021,Aurora Bank,"$14,490.00",02/01/1994,02/14/1994,Depository,Asset,Active,05/01/1992
254,02/20/1994,1994-02-20 08:00:00,Travel Fund,xxxx1003,demo-account-TF03,bal-demo-account-tf03-021,Aurora Bank,"$5,115.00",02/01/1994,02/14/1994,Depository,Asset,Active,05/01/1992
255,02/20/1994,1994-02-20 08:00:00,Everyday Card,xxxx2001,demo-account-EC04,bal-demo-account-ec04-021,Harbor Card,$670.00,02/01/1994,02/14/1994,Credit,Liability,Active,05/01/1992
256,02/20/1994,1994-02-20 08:00:00,Travel Rewards Card,xxxx2002,demo-account-TR05,bal-demo-account-tr05-021,Harbor Card,"$1,070.00",02/01/1994,02/14/1994,Credit,Liability,Active,05/01/1992
257,02/20/1994,1994-02-20 08:00:00,Brokerage Account,xxxx3001,demo-account-BA06,bal-demo-account-ba06-021,Northstar Investments,"$83,760.00",02/01/1994,02/14/1994,Investment,Asset,Active,05/01/1992
258,02/20/1994,1994-02-20 08:00:00,Health Savings Account,xxxx3002,demo-account-HS07,bal-demo-account-hs07-021,Northstar Investments,"$9,935.00",02/01/1994,02/14/1994,Depository,Asset,Active,05/01/1992
